comment,aspects
"You can't use this app to do anything as you can't even login. So I guess I had to answer honestly to those additional questions for my review. *Still* looks like an iOS port. Or from what I can remember - it was so long ago I could actually log on. Lazy. User unfriendly. Laborious and ostentatious login procedures. From memory I have my ID number, password, passnumber, secret question AND stupid Casio calcu-pad along with account numbers and sort code. Try focusing on user experience and customer satisfaction. Which you would, if you ever read any of these reviews and responded to them.",['824.account-management.account-access.0']
"Cant even get started, doesnt even recognise my account. Total rubbish. Come on RBS, must do better !",['824.account-management.account-access.0']
Very good convenient easy access to all accounts and activities. Quick to transfer money to your own other accounts. The App seems to look after your interests with text alerts. All information ready always at your fingertips any time of the day. Easy to search old transactions and the App adds up how much you have paid to another party without you having to do the work yourself.,"['824.account-management.account-access.0', '824.company-brand.convenience.0']"
Absolutely the worst banking app although it goes hand in hand with the worst bank out there. Do yourselves a favour and go to another uk bank would give minus 10 stars if I could,['824.company-brand.competitor.0']
Update as of 10/10/19. Just tried reinstalling and waiting 4 days. Tried to set up contactless payments. Message pops up saying I'm unable to make contactless payments with this device. Galaxy note 8. This is the second time I've reinstalled the app. Not good enough and stop telling me you're working on a fix when you're not.,['824.online-experience.updates-versions.0']
It worked perfectly from the first transaction.,['824.company-brand.general-satisfaction.0']
"Fast, effective, friendly, great. Thank you!",['824.company-brand.general-satisfaction.0']
The latest update does not support iphone 4s ios 9.3.5. Can this be made for backward compatibilty?,['824.online-experience.updates-versions.0']
Always best & quick service 😘,"['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
Phone updated last night and now you can no longer track the current rates of cryptos etc... or set alarms when the value hits a certain price. Completely pointless keeping my money in Chatterbank so now everything has been withdrawn.,['824.online-experience.updates-versions.0']
I just tried to buy a car. I received an SMS from NatWest that i'll receive a call shortly to approve the transaction. In 5 minutes i received the call and after all the checks the guy told that the transaction should pass another security check and until then they are blocking my account. Now my account is blocked and i have absolutely no access to my money and account. THIS IS RIDICULOUS!,['824.account-management.account-access.0']
"very good service and quick, highly recommended",['824.company-brand.general-satisfaction.0']
Great it so easy to go through different from other bank,['824.company-brand.general-satisfaction.0']
Perfect international bank with great rates. Also support team is very helpful.,['824.company-brand.general-satisfaction.0']
"Since new update I can’t get on at all which isn’t handy when I need to do some banking, please fix it worked fine for me before the update","['824.account-management.account-access.0', '824.company-brand.convenience.0', '824.online-experience.updates-versions.0']"
"Quite convenient application, makes ft transfers fast between 2 coin card holders!",['824.company-brand.convenience.0']
"To be honest,barclays are excellent.
I had fraud on my account due to a device on a cash machine which recorded my card details,which was used to make fraudulent transactions,barclays refunded the transactions straight away with no problem.
Customer service is excellent. They put customer 1st.",['824.company-brand.general-satisfaction.0']
"Awful😐😤😕😖 Absolutely awful ....spending over 3 hours with login issues, ....can't get my money, unable to receive.. Help center ...zero ..nothing nobody .. After 3 stressfull ..hours, i gave up and went to sleep.. 😐😐","['824.account-management.account-access.0', '824.company-brand.general-satisfaction.0']"
